event_id,timestamp,host,source_type,event_type,severity,source_ip,destination_ip,destination_port,request_method,status_code,payload,session_id
f7db9556-c073-42b2-b6f3-ab3e250fa1e4,2026-06-05T17:50:02,app-01,APPLICATION,USER_UPDATE,LOW,10.0.1.111,10.0.0.30,8080,POST,204,preferences saved,sess_399867
ba3c303f-392f-4004-85a9-471b35550854,2026-06-05T17:50:03,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.162,10.0.0.40,123,,200,tls session,sess_821241
1b175865-e5bb-4db9-bd67-5609a9df1c2e,2026-06-05T17:50:04,auth-02,AUTH,LOGIN_SUCCESS,LOW,10.0.1.84,10.0.0.21,22,,200,service account login,sess_835390
181d60b1-7c01-47c6-90af-07673bbd9c6b,2026-06-05T17:50:05,app-01,APPLICATION,USER_UPDATE,LOW,10.0.1.58,10.0.0.30,8080,POST,204,preferences saved,sess_646924
ae751813-862e-4bb3-929b-532848c7b44b,2026-06-05T17:50:06,auth-01,AUTH,LOGIN_SUCCESS,LOW,10.0.1.57,10.0.0.20,22,,200,service account login,sess_663260
8a8cca78-93a8-49a0-be77-a49b385f3187,2026-06-05T17:50:07,web-02,WEB,PAGE_VISIT,LOW,10.0.1.178,10.0.0.11,80,GET,200,/static/app.js,sess_788019
f64c01d1-fa55-4828-89c6-b36f815f6194,2026-06-05T17:50:08,auth-02,AUTH,LOGIN_SUCCESS,LOW,10.0.1.198,10.0.0.21,22,,200,service account login,sess_176335
0bf2bbbf-a05f-4556-be80-970f7601c6e0,2026-06-05T17:50:09,app-01,APPLICATION,API_REQUEST,LOW,10.0.1.220,10.0.0.30,8080,PUT,200,inventory query,sess_111319
36e7b128-bffe-415a-b17b-7f7988d6a04b,2026-06-05T17:50:10,auth-02,AUTH,LOGIN_SUCCESS,LOW,10.0.1.29,10.0.0.21,22,,200,interactive login,sess_227354
d976ae08-a664-4d7c-af7b-2f8733a57387,2026-06-05T17:50:11,app-02,APPLICATION,API_REQUEST,LOW,10.0.1.45,10.0.0.31,8080,POST,201,orders lookup,sess_643811
4d1f27a0-53a7-47d2-97e4-85a9ed33bdd7,2026-06-05T17:50:12,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.41,10.0.0.40,443,,200,dns query,sess_709564
f049a391-fd86-4d35-8215-3f51fd732734,2026-06-05T17:50:13,auth-02,AUTH,LOGIN_SUCCESS,LOW,10.0.1.39,10.0.0.21,22,,200,ssh key accepted,sess_141055
49b36469-70af-4633-ac2c-3fd8cefd0132,2026-06-05T17:50:14,auth-01,AUTH,LOGIN_SUCCESS,LOW,10.0.1.151,10.0.0.20,22,,200,service account login,sess_372330
5b328eec-55dd-4a44-9c01-fb052289a15e,2026-06-05T17:50:15,app-01,APPLICATION,USER_UPDATE,LOW,10.0.1.156,10.0.0.30,8080,PATCH,200,preferences saved,sess_722158
fcff0d12-e59c-4d58-a969-e60fba7fb3cd,2026-06-05T17:50:16,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.69,10.0.0.40,53,,200,snmp poll,sess_501550
a9aabf41-e551-4a18-b980-8970ab042ccf,2026-06-05T17:50:17,app-01,APPLICATION,API_REQUEST,LOW,10.0.1.18,10.0.0.30,8080,POST,204,profile update,sess_440473
258b003a-e9bb-43d3-9821-36815d0fb5c1,2026-06-05T17:50:18,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.37,10.0.0.40,161,,200,tls session,sess_386102
9a516eff-7822-4cda-89bb-c973151c2f11,2026-06-05T17:50:19,app-02,APPLICATION,API_REQUEST,LOW,10.0.1.108,10.0.0.31,8080,POST,200,profile update,sess_658694
cd5eff3e-dcba-4257-aef5-a57e67d63024,2026-06-05T17:50:20,app-01,APPLICATION,USER_UPDATE,LOW,10.0.1.18,10.0.0.30,8080,POST,204,role unchanged,sess_542637
3a918731-5231-44ef-8f1a-00eb66b9794d,2026-06-05T17:50:21,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.200,10.0.0.40,53,,200,ntp sync,sess_506128
8e62b4fa-5e2d-4720-9a8f-235d5990a108,2026-06-05T17:50:22,web-02,WEB,PAGE_VISIT,LOW,10.0.1.129,10.0.0.11,80,GET,301,/static/app.js,sess_294677
95fbe7e8-0c4a-4f20-b2ab-9dff2c9772c6,2026-06-05T17:50:23,app-01,APPLICATION,API_REQUEST,LOW,10.0.1.213,10.0.0.30,8080,GET,204,inventory query,sess_299708
183bd7ca-eb9d-4afe-9355-a1576515d9a7,2026-06-05T17:50:24,app-01,APPLICATION,API_REQUEST,LOW,10.0.1.117,10.0.0.30,8080,GET,201,orders lookup,sess_863268
31633ebd-809a-4f82-9bf4-28df788399fa,2026-06-05T17:50:25,app-02,APPLICATION,USER_UPDATE,LOW,10.0.1.89,10.0.0.31,8080,PATCH,200,preferences saved,sess_379819
e2d8e12b-0ae8-44bd-94ea-ba8556b04a93,2026-06-05T17:50:26,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.34,10.0.0.1,22,,200,known route,sess_212451
e6b69d51-c2ee-4aa1-a967-3a1a2453cf91,2026-06-05T17:50:27,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.90,10.0.0.40,123,,200,tls session,sess_333499
36fcc1b3-da12-4251-a675-95253364e40e,2026-06-05T17:50:28,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.206,10.0.0.1,80,,200,policy allow,sess_714780
9c8700f0-c0e8-46e5-9ba0-3955b2ae27a9,2026-06-05T17:50:29,auth-01,AUTH,LOGIN_SUCCESS,LOW,10.0.1.32,10.0.0.20,22,,200,ssh key accepted,sess_645332
ae013dbb-464a-451e-92f4-a0db6a4e6549,2026-06-05T17:50:30,app-02,APPLICATION,USER_UPDATE,LOW,10.0.1.64,10.0.0.31,8080,PATCH,204,role unchanged,sess_976819
e440856d-8c98-454c-833f-516eea0e925d,2026-06-05T17:50:31,auth-02,AUTH,LOGIN_SUCCESS,LOW,10.0.1.121,10.0.0.21,22,,200,service account login,sess_569278
756f22dc-fe85-4924-86c3-0ac1a3deabd9,2026-06-05T17:50:32,web-02,WEB,PAGE_VISIT,LOW,10.0.1.41,10.0.0.11,443,GET,200,/static/app.js,sess_985459
79243f7a-3b76-45d8-9d29-e2ba2414dd03,2026-06-05T17:50:33,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.175,10.0.0.1,443,,200,stateful allow,sess_517975
c747c15f-30ca-4e35-b2ad-7e462c54a358,2026-06-05T17:50:34,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.126,10.0.0.40,123,,200,tls session,sess_647241
8ea43756-bd79-4ed0-84be-010f132b4807,2026-06-05T17:50:35,web-02,WEB,PAGE_VISIT,LOW,10.0.1.168,10.0.0.11,443,GET,204,/api/health,sess_527812
251a5691-c315-4d7d-99d4-8eebe8c00a4a,2026-06-05T17:50:36,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.86,10.0.0.40,123,,200,dns query,sess_194717
cb0b81a9-dc58-46d3-a29b-c0be0450dd3e,2026-06-05T17:50:37,app-02,APPLICATION,USER_UPDATE,LOW,10.0.1.78,10.0.0.31,8080,POST,200,preferences saved,sess_408111
34351e73-e344-43c7-9ad0-8b48137ab629,2026-06-05T17:50:38,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.27,10.0.0.1,80,,200,known route,sess_919089
21b16f7e-55d0-4be3-a956-246d7c714da1,2026-06-05T17:50:39,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.101,10.0.0.40,123,,200,tls session,sess_732843
a27f05d8-05bb-4a21-b9d8-0bfabbba1986,2026-06-05T17:50:40,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.100,10.0.0.40,161,,200,ntp sync,sess_512325
bf946bbc-6592-443e-8922-e4ea8f84ff9a,2026-06-05T17:50:41,app-01,APPLICATION,API_REQUEST,LOW,10.0.1.72,10.0.0.30,8080,GET,200,inventory query,sess_420896
064def67-9376-404a-bf8c-b96b884f0d6d,2026-06-05T17:50:42,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.143,10.0.0.40,53,,200,ntp sync,sess_339347
21dcfe90-05ab-43e9-be92-6988719caa6b,2026-06-05T17:50:43,app-02,APPLICATION,USER_UPDATE,LOW,10.0.1.209,10.0.0.31,8080,POST,200,role unchanged,sess_882353
8b163a38-381e-415a-a932-3b0b8ff76a35,2026-06-05T17:50:44,auth-02,AUTH,LOGIN_SUCCESS,LOW,10.0.1.129,10.0.0.21,22,,200,ssh key accepted,sess_606659
23ab653b-f40f-4b22-af37-8a45eab4f007,2026-06-05T17:50:45,auth-02,AUTH,LOGIN_SUCCESS,LOW,10.0.1.177,10.0.0.21,22,,200,interactive login,sess_812469
0e2d89fe-5bff-4343-83b7-fcb0f54c6b84,2026-06-05T17:50:46,app-02,APPLICATION,API_REQUEST,LOW,10.0.1.108,10.0.0.31,8080,GET,204,profile update,sess_326633
930f5f3a-c158-409f-927c-80cb38577c28,2026-06-05T17:50:47,app-02,APPLICATION,USER_UPDATE,LOW,10.0.1.194,10.0.0.31,8080,PATCH,204,role unchanged,sess_781811
b7ff51d7-39ba-4ff4-80d4-bfe5a2907a52,2026-06-05T17:50:48,auth-01,AUTH,LOGIN_SUCCESS,LOW,10.0.1.10,10.0.0.20,22,,200,service account login,sess_291246
b73dc5b7-c52a-498f-8c1a-2d23b64d8608,2026-06-05T17:50:49,auth-01,AUTH,LOGIN_SUCCESS,LOW,10.0.1.215,10.0.0.20,22,,200,ssh key accepted,sess_331796
59ae52ea-66d4-4ffd-8ff6-75ed0761b1ca,2026-06-05T17:50:50,web-01,WEB,PAGE_VISIT,LOW,10.0.1.198,10.0.0.10,443,GET,302,/login,sess_571499
33043823-63a5-45f6-8fba-cf7cda829170,2026-06-05T17:50:51,app-02,APPLICATION,USER_UPDATE,LOW,10.0.1.199,10.0.0.31,8080,PATCH,204,metadata updated,sess_539795
b64d3150-2c53-478b-b5b6-61e393e121bc,2026-06-05T17:50:52,app-02,APPLICATION,USER_UPDATE,LOW,10.0.1.140,10.0.0.31,8080,PATCH,204,preferences saved,sess_480922
9072002f-5eae-40b7-b65a-0b87b3961039,2026-06-05T17:50:53,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.215,10.0.0.40,443,,200,snmp poll,sess_506328
0c55f63e-81fe-48ea-8076-97582042cd0f,2026-06-05T17:50:54,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.45,10.0.0.1,443,,200,policy allow,sess_117685
a70f810e-30dd-46dc-bebd-e04dbc2e70ef,2026-06-05T17:50:55,app-01,APPLICATION,API_REQUEST,LOW,10.0.1.37,10.0.0.30,8080,PUT,201,inventory query,sess_900139
d82bf1c7-6f9a-4c2a-a442-cf35218fed65,2026-06-05T17:50:56,web-01,WEB,PAGE_VISIT,LOW,10.0.1.180,10.0.0.10,80,GET,204,/login,sess_275412
30078327-1529-46fb-835a-364ae3f4e748,2026-06-05T17:50:57,web-01,WEB,PAGE_VISIT,LOW,10.0.1.27,10.0.0.10,443,POST,200,/,sess_935099
8ab768bc-8abc-4939-a079-3a437fad9ddf,2026-06-05T17:50:58,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.39,10.0.0.1,8080,,200,known route,sess_385824
8b4b3cea-b871-473c-89f2-23ad382044cb,2026-06-05T17:50:59,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.134,10.0.0.1,22,,200,policy allow,sess_849586
3080b365-e4e7-4d81-bb55-2415e2d7fd35,2026-06-05T17:51:00,app-01,APPLICATION,USER_UPDATE,LOW,10.0.1.127,10.0.0.30,8080,PATCH,204,role unchanged,sess_653059
bf5db0c2-ee33-4338-aec5-5025b6f17ac0,2026-06-05T17:51:01,web-02,WEB,PAGE_VISIT,LOW,10.0.1.171,10.0.0.11,80,GET,301,/api/health,sess_631648
7e64c45e-fbc6-4b5c-9ee1-b95e1070aa03,2026-06-05T17:51:02,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.130,10.0.0.40,53,,200,dns query,sess_156122
2ca3e750-5347-4790-980f-794be16db4af,2026-06-05T17:51:03,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.113,10.0.0.40,53,,200,dns query,sess_347146
dc592527-5798-451b-bd1b-802bfeaa6bff,2026-06-05T17:51:04,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.172,10.0.0.40,123,,200,ntp sync,sess_942098
8c23967b-17c9-4688-a270-105b6bcd7a16,2026-06-05T17:51:05,app-01,APPLICATION,USER_UPDATE,LOW,10.0.1.110,10.0.0.30,8080,POST,204,role unchanged,sess_478386
96ee3cc1-9ac2-42fc-8f98-5bb0e0751859,2026-06-05T17:51:06,app-01,APPLICATION,API_REQUEST,LOW,10.0.1.156,10.0.0.30,8080,PUT,200,profile update,sess_652628
add6d955-a486-4dc9-b85d-4332306dcf69,2026-06-05T17:51:07,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.27,10.0.0.1,22,,200,stateful allow,sess_473688
2bdf607e-ee57-43a0-8740-913b6ac96735,2026-06-05T17:51:08,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.198,10.0.0.40,123,,200,ntp sync,sess_710920
ae643649-fd65-4dd7-967f-6a15462cfc70,2026-06-05T17:51:09,app-01,APPLICATION,API_REQUEST,LOW,10.0.1.68,10.0.0.30,8080,POST,200,orders lookup,sess_672297
d4ec36f1-ebc9-44b9-86e0-08c86c1af672,2026-06-05T17:51:10,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.126,10.0.0.1,80,,200,policy allow,sess_115379
d22078e5-ad81-4e1f-9a82-d05dfd441ebe,2026-06-05T17:51:11,web-02,WEB,PAGE_VISIT,LOW,10.0.1.104,10.0.0.11,443,GET,200,/static/app.js,sess_158860
f9f0b8fb-d434-4b34-b3d0-6f1e5df1b325,2026-06-05T17:51:12,app-01,APPLICATION,USER_UPDATE,LOW,10.0.1.70,10.0.0.30,8080,POST,200,role unchanged,sess_143188
19593cc2-49d3-458c-8544-a4f23b960052,2026-06-05T17:51:13,web-01,WEB,PAGE_VISIT,LOW,10.0.1.34,10.0.0.10,80,POST,200,/,sess_994522
87bcb165-c1df-4ce7-a289-a67f50ced529,2026-06-05T17:51:14,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.38,10.0.0.40,53,,200,snmp poll,sess_457719
8b7f4826-e9b0-488b-911b-3ed0f563f15e,2026-06-05T17:51:15,app-01,APPLICATION,API_REQUEST,LOW,10.0.1.141,10.0.0.30,8080,PUT,200,orders lookup,sess_471073
1a50f705-54ee-4447-afac-1582be0c3899,2026-06-05T17:51:16,app-02,APPLICATION,API_REQUEST,LOW,10.0.1.85,10.0.0.31,8080,PUT,204,inventory query,sess_488014
91bc0b00-2873-4737-9d55-5fe26ca5408d,2026-06-05T17:51:17,app-01,APPLICATION,API_REQUEST,LOW,10.0.1.171,10.0.0.30,8080,POST,200,orders lookup,sess_222760
19492ad5-4230-4774-ae2e-594b3fd2eb01,2026-06-05T17:51:18,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.21,10.0.0.1,8080,,200,known route,sess_531173
92a76798-8db4-4de8-a7f0-df78adc12de3,2026-06-05T17:51:19,app-02,APPLICATION,USER_UPDATE,LOW,10.0.1.193,10.0.0.31,8080,PATCH,200,metadata updated,sess_717990
e124acc1-8039-49d5-8098-79e0543af56b,2026-06-05T17:51:20,auth-01,AUTH,LOGIN_SUCCESS,LOW,10.0.1.34,10.0.0.20,22,,200,service account login,sess_849205
c4100370-2466-4613-8fb0-a76ccaf36b40,2026-06-05T17:51:21,app-01,APPLICATION,USER_UPDATE,LOW,10.0.1.181,10.0.0.30,8080,POST,200,preferences saved,sess_343571
1c0477b2-e77e-4a1c-84dc-55d8ad5b4249,2026-06-05T17:51:22,app-01,APPLICATION,USER_UPDATE,LOW,10.0.1.99,10.0.0.30,8080,PATCH,200,metadata updated,sess_244652
42ceab98-dfea-4fb2-8fa8-23339ee6f114,2026-06-05T17:51:23,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.159,10.0.0.1,443,,200,policy allow,sess_317480
efaa40cc-4fa6-4b82-9905-0ea89136ab65,2026-06-05T17:51:24,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.161,10.0.0.1,80,,200,policy allow,sess_706453
b5559a39-ad57-4cb0-bda4-704b4d332939,2026-06-05T17:51:25,app-02,APPLICATION,API_REQUEST,LOW,10.0.1.192,10.0.0.31,8080,PUT,200,profile update,sess_543865
f41db46e-8115-46b8-b5f5-4a480f670fcf,2026-06-05T17:51:26,auth-02,AUTH,LOGIN_SUCCESS,LOW,10.0.1.208,10.0.0.21,22,,200,ssh key accepted,sess_296213
2d12ef39-a4ad-41a8-aea0-a18200807001,2026-06-05T17:51:27,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.74,10.0.0.1,443,,200,policy allow,sess_738409
2521de08-7d7f-415f-a081-c871fc8bc3fe,2026-06-05T17:51:28,auth-01,AUTH,LOGIN_SUCCESS,LOW,10.0.1.212,10.0.0.20,22,,200,service account login,sess_516659
3d723382-10af-4a6f-8906-d58135239462,2026-06-05T17:51:29,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.84,10.0.0.40,123,,200,tls session,sess_340325
c5ce52d7-9c2c-4117-9cde-da05edab4ef5,2026-06-05T17:51:30,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.213,10.0.0.40,161,,200,snmp poll,sess_901256
aa2500c8-6b24-4601-b4d2-f76185e46465,2026-06-05T17:51:31,app-01,APPLICATION,USER_UPDATE,LOW,10.0.1.15,10.0.0.30,8080,PATCH,204,preferences saved,sess_240247
80d2e7ad-a695-4323-8b8c-f309e0314638,2026-06-05T17:51:32,auth-02,AUTH,LOGIN_SUCCESS,LOW,10.0.1.194,10.0.0.21,22,,200,ssh key accepted,sess_785201
95e3761f-bb85-4494-91e9-8bdc8f1da3ef,2026-06-05T17:51:33,app-01,APPLICATION,API_REQUEST,LOW,10.0.1.46,10.0.0.30,8080,GET,200,profile update,sess_732668
54618ca4-67c8-4322-bf0f-ec89fd320a2b,2026-06-05T17:51:34,web-01,WEB,PAGE_VISIT,LOW,10.0.1.78,10.0.0.10,443,GET,301,/static/app.js,sess_279733
1ea1d59f-bdc2-4153-8d5d-c86cae364935,2026-06-05T17:51:35,auth-01,AUTH,LOGIN_SUCCESS,LOW,10.0.1.65,10.0.0.20,22,,200,ssh key accepted,sess_116748
ab871224-b28f-4d03-aeee-a03b3151b58d,2026-06-05T17:51:36,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.130,10.0.0.40,53,,200,snmp poll,sess_423553
40cf736c-35ba-407d-a427-b2947887d210,2026-06-05T17:51:37,auth-02,AUTH,LOGIN_SUCCESS,LOW,10.0.1.71,10.0.0.21,22,,200,interactive login,sess_397447
261ad249-bc6f-4a57-9160-97399a28709b,2026-06-05T17:51:38,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.62,10.0.0.40,123,,200,snmp poll,sess_313296
56099075-39b7-4597-b014-73949f6f8337,2026-06-05T17:51:39,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.56,10.0.0.40,443,,200,tls session,sess_965196
c75185a2-b515-45d3-9974-68b027e495c3,2026-06-05T17:51:40,auth-02,AUTH,LOGIN_SUCCESS,LOW,10.0.1.163,10.0.0.21,22,,200,ssh key accepted,sess_586301
e01f32fd-56d5-4f75-aeb0-b4a0c3653596,2026-06-05T17:51:41,app-02,APPLICATION,USER_UPDATE,LOW,10.0.1.35,10.0.0.31,8080,PATCH,204,preferences saved,sess_701595
cbc09f48-c567-42bc-b8d2-33bd96d9120a,2026-06-05T17:51:42,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.139,10.0.0.40,123,,200,dns query,sess_826432
e50630f5-aafe-4032-92d9-c546c25ce0ea,2026-06-05T17:51:43,auth-02,AUTH,LOGIN_SUCCESS,LOW,10.0.1.99,10.0.0.21,22,,200,ssh key accepted,sess_899416
f5836688-ee7e-4f72-b638-a0edfda7e304,2026-06-05T17:51:44,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.44,10.0.0.40,161,,200,snmp poll,sess_731305
96494c7d-3c54-4ed3-86d8-6501fe4c7e56,2026-06-05T17:51:45,app-01,APPLICATION,API_REQUEST,LOW,10.0.1.140,10.0.0.30,8080,PUT,200,orders lookup,sess_768470
8d5eafe3-cc62-4993-9fe6-a7eccdf50158,2026-06-05T17:51:46,app-02,APPLICATION,API_REQUEST,LOW,10.0.1.21,10.0.0.31,8080,POST,200,profile update,sess_245826
91423ba1-78c1-44f2-a66d-37933c77b2dd,2026-06-05T17:51:47,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.149,10.0.0.40,53,,200,dns query,sess_791077
c38b6dbc-1541-4be7-b83c-cca81da2207a,2026-06-05T17:51:48,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.67,10.0.0.1,22,,200,known route,sess_253108
65a70d7e-83ca-4958-ab6e-e1b85b5dd2ff,2026-06-05T17:51:49,app-01,APPLICATION,API_REQUEST,LOW,10.0.1.74,10.0.0.30,8080,PUT,201,orders lookup,sess_219268
0a8d6cbe-ce8a-4743-b405-d916ff610a0a,2026-06-05T17:51:50,app-01,APPLICATION,API_REQUEST,LOW,10.0.1.179,10.0.0.30,8080,PUT,204,profile update,sess_590789
dfbb4c94-5685-4c6d-a332-9a877bd1f040,2026-06-05T17:51:51,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.107,10.0.0.1,443,,200,policy allow,sess_391963
c1e9a170-7a1e-4ffe-a264-f73b688e14fd,2026-06-05T17:51:52,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.132,10.0.0.40,123,,200,ntp sync,sess_797969
57cac590-81a5-48b7-851d-5323573f0704,2026-06-05T17:51:53,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.69,10.0.0.1,80,,200,policy allow,sess_182492
50886d45-14b2-497b-ab4b-d58d0db6de42,2026-06-05T17:51:54,web-02,WEB,PAGE_VISIT,LOW,10.0.1.142,10.0.0.11,443,GET,200,/static/app.js,sess_477030
a61cec01-8738-492a-abd8-c731f21fb066,2026-06-05T17:51:55,web-02,WEB,PAGE_VISIT,LOW,10.0.1.52,10.0.0.11,80,POST,200,/dashboard,sess_376384
cf23da13-4795-4194-b0c6-7140b930c041,2026-06-05T17:51:56,app-02,APPLICATION,API_REQUEST,LOW,10.0.1.112,10.0.0.31,8080,POST,204,inventory query,sess_547463
9a540015-f419-476b-af1e-abe0e799719a,2026-06-05T17:51:57,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.115,10.0.0.1,80,,200,stateful allow,sess_185162
3d327a6d-301d-4b52-b5b5-c7c8005552f1,2026-06-05T17:51:58,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.3,10.0.0.1,22,,200,stateful allow,sess_187343
f65eafa4-cc53-48fd-8e29-6c0655298b87,2026-06-05T17:51:59,app-02,APPLICATION,API_REQUEST,LOW,10.0.1.192,10.0.0.31,8080,PUT,204,profile update,sess_490500
ac357c19-9a0d-4bd0-aad6-80514036b3aa,2026-06-05T17:52:00,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.212,10.0.0.1,80,,200,known route,sess_683227
fd7e8057-846e-4610-9f17-635e0e295f4e,2026-06-05T17:52:01,web-02,WEB,PAGE_VISIT,LOW,10.0.1.172,10.0.0.11,443,POST,301,/api/health,sess_456531
0bfdf1a8-b40c-4ae8-947b-54835cd19335,2026-06-05T17:52:02,app-02,APPLICATION,USER_UPDATE,LOW,10.0.1.194,10.0.0.31,8080,PATCH,204,preferences saved,sess_490231
8c274c60-aba7-4e0f-9f9c-63696c91a716,2026-06-05T17:52:03,auth-02,AUTH,LOGIN_SUCCESS,LOW,10.0.1.65,10.0.0.21,22,,200,service account login,sess_891766
4e6a2af0-cfd5-43cf-b690-22e34857f2db,2026-06-05T17:52:04,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.47,10.0.0.40,123,,200,dns query,sess_406840
2e53a606-0e7e-49cc-8f48-7af131325f4e,2026-06-05T17:52:05,auth-02,AUTH,LOGIN_SUCCESS,LOW,10.0.1.176,10.0.0.21,22,,200,ssh key accepted,sess_926999
71b3c19e-e3ef-4fcd-ba96-b1f9fb584958,2026-06-05T17:52:06,auth-01,AUTH,LOGIN_SUCCESS,LOW,10.0.1.122,10.0.0.20,22,,200,ssh key accepted,sess_776145
43c58c5d-a717-48c5-bbe8-c8dc6a321d56,2026-06-05T17:52:07,app-01,APPLICATION,USER_UPDATE,LOW,10.0.1.37,10.0.0.30,8080,POST,200,role unchanged,sess_513878
c0b522ac-a625-4078-b7be-d7c0e3158b52,2026-06-05T17:52:08,net-01,NETWORK,NORMAL_TRAFFIC,LOW,10.0.1.66,10.0.0.40,53,,200,tls session,sess_125138
88556613-4ce6-48c8-8901-e479745756d9,2026-06-05T17:52:09,auth-02,AUTH,LOGIN_SUCCESS,LOW,10.0.1.115,10.0.0.21,22,,200,service account login,sess_954100
9bf88ccd-2851-464e-bf75-0c6c6f697bea,2026-06-05T17:52:10,app-02,APPLICATION,USER_UPDATE,LOW,10.0.1.188,10.0.0.31,8080,POST,200,role unchanged,sess_802373
d27a92f7-9643-430d-b6f7-3fe1c970d056,2026-06-05T17:52:11,app-02,APPLICATION,USER_UPDATE,LOW,10.0.1.37,10.0.0.31,8080,PATCH,204,preferences saved,sess_366233
1f67cd43-a757-4a88-a349-5c7cc24cbd38,2026-06-05T17:52:12,app-01,APPLICATION,USER_UPDATE,LOW,10.0.1.161,10.0.0.30,8080,POST,200,preferences saved,sess_293337
f1bffd21-ba5b-446e-81ce-345f4e6e86fc,2026-06-05T17:52:13,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.42,10.0.0.1,443,,200,stateful allow,sess_754041
06b24139-1e7a-4559-bbdc-ad135b32d31b,2026-06-05T17:52:14,auth-01,AUTH,LOGIN_SUCCESS,LOW,10.0.1.35,10.0.0.20,22,,200,service account login,sess_797616
45d81b97-b729-49ae-abbd-6f6bfe88365e,2026-06-05T17:52:15,app-02,APPLICATION,API_REQUEST,LOW,10.0.1.112,10.0.0.31,8080,GET,201,orders lookup,sess_519002
d2aeec73-151a-4c91-a0be-431a83ad58a6,2026-06-05T17:52:16,fw-01,FIREWALL,ALLOWED_CONNECTION,LOW,10.0.1.173,10.0.0.1,443,,200,stateful allow,sess_332327
0bfbea9e-5eee-4eb0-9b93-62d8fe7099cc,2026-06-05T17:52:17,app-01,APPLICATION,USER_UPDATE,LOW,10.0.1.68,10.0.0.30,8080,POST,200,role unchanged,sess_323427
4e533903-53af-461a-9ddd-f74fad57d321,2026-06-05T17:52:18,auth-02,AUTH,LOGIN_SUCCESS,LOW,10.0.1.66,10.0.0.21,22,,200,service account login,sess_221295
5f8eea53-33eb-4781-9573-1c8b9af7f56b,2026-06-05T17:52:19,app-01,APPLICATION,USER_UPDATE,LOW,10.0.1.141,10.0.0.30,8080,PATCH,200,preferences saved,sess_314596
ee2eff74-0a4e-4df3-a44d-880bc5621142,2026-06-05T17:52:20,auth-02,AUTH,LOGIN_SUCCESS,LOW,10.0.1.148,10.0.0.21,22,,200,service account login,sess_707368
